Well_ID,Depth_m,WOB_klbs,RPM,Flow_Rate_gpm,Torque_kftlbs,Mud_Weight_ppg,Formation,Bit_Hours,ROP_m_hr
VOLVE_15_9_F1,3008.0,21.45,93.9,462.4,3.92,10.61,Chalk,1.29,30.47
VOLVE_15_9_F1,3008.3,17.99,84.9,422.9,2.03,10.58,Chalk,1.31,26.45
VOLVE_15_9_F1,3009.13,28.15,97.1,472.8,7.82,10.27,Chalk,1.34,35.64
VOLVE_15_9_F1,3010.0,18.05,74.1,476.6,5.03,10.38,Chalk,1.38,27.81
VOLVE_15_9_F1,3010.43,19.42,84.1,401.3,6.41,10.4,Chalk,1.39,29.93
VOLVE_15_9_F1,3010.87,19.44,72.8,463.0,5.96,10.59,Chalk,1.41,29.14
VOLVE_15_9_F1,3011.77,18.31,88.4,451.3,5.69,10.45,Chalk,1.45,28.47
VOLVE_15_9_F1,3011.99,25.43,72.7,477.8,4.99,10.49,Chalk,1.48,30.84
VOLVE_15_9_F1,3012.61,28.11,72.2,489.3,6.2,10.29,Claystone,1.49,30.5
VOLVE_15_9_F1,3013.18,20.86,88.7,475.1,6.93,10.85,Claystone,1.53,28.95
VOLVE_15_9_F1,3013.93,18.75,80.4,443.9,4.99,10.52,Claystone,1.56,25.09
VOLVE_15_9_F1,3014.26,16.46,53.6,493.4,,10.58,Claystone,1.61,22.55
VOLVE_15_9_F1,3015.0,21.45,60.6,421.1,3.04,10.42,Claystone,1.65,26.63
VOLVE_15_9_F1,3015.5,21.27,65.3,403.2,2.96,10.41,Claystone,1.7,24.86
VOLVE_15_9_F1,3016.19,20.44,69.2,328.2,6.06,10.79,Claystone,1.72,24.38
VOLVE_15_9_F1,3016.42,22.62,88.7,453.2,4.38,10.22,Claystone,1.76,27.73
VOLVE_15_9_F1,3016.99,23.06,85.7,423.2,7.81,10.55,Claystone,1.79,28.83
VOLVE_15_9_F1,3017.61,22.88,98.4,471.9,7.14,10.32,Claystone,1.83,31.64
VOLVE_15_9_F1,3017.98,21.28,93.7,377.2,7.23,10.45,Claystone,1.86,27.82
VOLVE_15_9_F1,3018.29,19.32,98.5,430.1,6.28,10.41,Claystone,1.87,28.84
VOLVE_15_9_F1,3018.65,23.74,91.6,474.8,4.4,10.36,Claystone,1.89,29.24
VOLVE_15_9_F1,3019.12,22.11,85.6,414.8,3.28,10.51,Claystone,1.93,25.78
VOLVE_15_9_F1,3019.4,24.3,98.9,472.4,7.47,10.12,Claystone,1.97,30.42
VOLVE_15_9_F1,3020.36,24.06,96.2,433.8,3.81,10.46,Claystone,1.99,27.44
VOLVE_15_9_F1,3020.88,18.53,88.1,454.7,6.89,10.49,Claystone,2.02,27.24
VOLVE_15_9_F1,3021.73,18.5,101.5,479.8,5.99,10.3,Claystone,2.06,29.29
VOLVE_15_9_F1,3022.71,20.2,47.3,494.2,4.44,10.73,Claystone,2.1,23.74
VOLVE_15_9_F1,3022.97,19.45,78.1,459.7,5.45,10.42,Claystone,2.12,25.86
VOLVE_15_9_F1,3023.69,23.98,77.9,423.5,5.88,10.47,Claystone,2.16,26.86
VOLVE_15_9_F1,3024.59,22.98,99.7,437.7,5.32,10.42,Claystone,2.2,29.36
VOLVE_15_9_F1,3025.3,24.85,106.0,481.5,7.54,10.5,Claystone,2.24,29.93
VOLVE_15_9_F1,3025.84,23.09,60.7,415.2,6.66,10.7,Claystone,2.27,24.6
VOLVE_15_9_F1,3026.39,22.63,103.6,448.9,5.78,10.88,Claystone,2.31,29.73
VOLVE_15_9_F1,3026.61,25.11,64.9,440.6,4.51,10.62,Claystone,2.33,26.18
VOLVE_15_9_F1,3027.24,23.28,65.3,451.9,6.64,10.67,Claystone,2.38,26.37
VOLVE_15_9_F1,3028.24,22.28,78.9,415.7,2.76,10.77,Claystone,2.4,25.59
VOLVE_15_9_F1,3029.2,25.82,77.7,382.0,6.02,10.55,Claystone,2.44,28.28
VOLVE_15_9_F1,3029.44,22.41,59.1,476.9,5.79,10.75,Claystone,2.49,25.87
VOLVE_15_9_F1,3030.2,21.36,92.2,494.6,4.31,10.63,Claystone,2.52,27.12
VOLVE_15_9_F1,3030.64,20.03,92.6,384.4,6.36,10.53,Claystone,2.56,25.99
VOLVE_15_9_F1,3031.56,23.88,98.2,470.8,5.59,10.56,Claystone,2.57,29.16
VOLVE_15_9_F1,3031.8,25.22,75.9,499.4,4.75,10.24,Claystone,2.6,29.0
VOLVE_15_9_F1,3032.75,22.0,81.8,479.9,6.36,10.55,Claystone,2.63,27.89
VOLVE_15_9_F1,3033.62,25.4,82.0,439.4,4.21,10.28,Claystone,2.65,28.08
VOLVE_15_9_F1,3033.91,17.21,107.7,418.3,6.21,10.27,Claystone,2.66,26.82
VOLVE_15_9_F1,3034.16,22.0,40.0,459.3,2.2,10.54,Claystone,2.71,22.34
VOLVE_15_9_F1,3035.03,22.04,68.1,466.0,5.35,10.34,Claystone,2.73,25.72
VOLVE_15_9_F1,3035.35,20.32,82.5,459.9,5.12,10.51,Claystone,2.76,27.64
VOLVE_15_9_F1,3035.98,28.1,66.1,448.9,4.87,10.53,Claystone,2.78,27.28
VOLVE_15_9_F1,3036.91,21.98,78.5,412.8,5.62,10.54,Claystone,2.81,26.59
VOLVE_15_9_F1,3037.57,21.13,80.5,473.0,5.01,10.38,Claystone,2.84,24.91
VOLVE_15_9_F1,3038.09,22.22,72.5,474.9,6.35,10.65,Claystone,2.88,26.48
VOLVE_15_9_F1,3038.64,17.15,83.4,464.1,5.47,10.5,Claystone,2.91,24.39
VOLVE_15_9_F1,3038.89,20.26,91.8,460.5,5.74,10.58,Claystone,2.93,26.25
VOLVE_15_9_F1,3039.87,24.62,78.9,523.2,5.75,10.33,Claystone,2.95,31.43
VOLVE_15_9_F1,3040.32,20.59,75.6,431.1,4.42,10.49,Claystone,2.97,25.98
VOLVE_15_9_F1,3040.67,20.09,79.9,507.3,4.64,10.68,Claystone,3.01,27.87
VOLVE_15_9_F1,3041.1,25.44,82.3,426.7,5.82,10.66,Claystone,3.02,28.77
VOLVE_15_9_F1,3042.07,25.52,56.3,500.4,4.93,10.39,Claystone,3.04,27.67
VOLVE_15_9_F1,3042.34,23.46,89.3,505.4,6.79,10.43,Claystone,3.07,29.38
VOLVE_15_9_F1,3043.24,21.04,75.6,444.4,5.14,10.37,Claystone,3.09,28.0
VOLVE_15_9_F1,3044.0,21.58,101.3,522.5,5.91,10.42,Claystone,3.12,30.39
VOLVE_15_9_F1,3044.87,20.17,91.3,474.9,3.5,10.31,Claystone,3.15,27.12
VOLVE_15_9_F1,3045.85,19.7,99.9,421.0,6.4,10.49,Claystone,3.2,27.44
VOLVE_15_9_F1,3046.72,19.58,67.2,441.1,4.07,10.61,Claystone,3.21,24.28
VOLVE_15_9_F1,3047.68,20.65,76.8,501.4,3.76,10.4,Claystone,3.24,26.57
VOLVE_15_9_F1,3047.98,19.61,63.7,493.0,6.7,10.5,Claystone,3.28,25.28
VOLVE_15_9_F1,3048.81,18.29,71.8,413.8,5.56,10.48,Claystone,3.3,24.7
VOLVE_15_9_F1,3049.45,22.75,101.2,450.5,6.74,10.67,Claystone,3.33,30.35
VOLVE_15_9_F1,3050.09,22.79,104.7,464.2,6.17,10.42,Claystone,3.38,28.1
VOLVE_15_9_F1,3051.0,26.46,65.2,435.8,5.25,10.43,Claystone,3.42,28.06
VOLVE_15_9_F1,3051.98,20.54,75.5,550.4,4.65,10.39,Claystone,3.47,26.65
VOLVE_15_9_F1,3052.75,22.95,81.2,465.5,6.22,10.35,Claystone,3.51,29.18
VOLVE_15_9_F1,3053.33,23.0,91.2,453.6,6.8,10.6,Claystone,3.53,27.84
VOLVE_15_9_F1,3053.9,21.58,56.0,503.7,4.7,10.5,Claystone,3.58,25.3
VOLVE_15_9_F1,3054.41,24.08,58.3,441.5,7.53,10.53,Claystone,3.6,25.86
VOLVE_15_9_F1,3054.9,24.16,89.7,496.4,5.28,10.71,Claystone,3.63,26.93
VOLVE_15_9_F1,3055.41,23.04,53.1,389.4,3.2,10.72,Claystone,3.67,24.89
VOLVE_15_9_F1,3055.68,21.58,75.7,438.0,3.01,10.27,Claystone,3.72,24.83
VOLVE_15_9_F1,3055.94,21.33,84.8,498.1,3.17,10.62,Claystone,3.76,26.73
VOLVE_15_9_F1,3056.77,18.81,88.6,518.9,4.53,10.55,Claystone,3.78,25.52
VOLVE_15_9_F1,3057.32,20.21,80.2,425.2,4.74,10.45,Claystone,3.82,24.3
VOLVE_15_9_F1,3058.27,20.68,76.9,420.5,5.83,10.57,Claystone,3.83,25.47
VOLVE_15_9_F1,3058.96,19.43,95.0,478.8,5.14,10.26,Claystone,3.87,26.66
VOLVE_15_9_F1,3059.19,23.34,86.6,431.2,6.41,10.74,Claystone,3.91,26.23
VOLVE_15_9_F1,3059.51,25.23,72.6,445.4,5.41,10.6,Claystone,3.93,26.88
VOLVE_15_9_F1,3059.88,19.97,82.9,491.2,5.06,10.39,Claystone,3.97,25.17
VOLVE_15_9_F1,3060.86,22.95,88.1,434.4,4.69,10.43,Claystone,4.0,27.43
VOLVE_15_9_F1,3061.23,19.66,108.1,377.5,7.1,10.26,Claystone,4.03,27.14
VOLVE_15_9_F1,3061.84,21.49,94.1,404.1,3.51,10.47,Claystone,4.08,23.79
VOLVE_15_9_F1,3062.79,20.53,100.6,456.5,5.72,10.45,Claystone,4.12,27.16
VOLVE_15_9_F1,3063.78,23.76,73.2,381.6,5.02,10.32,Claystone,4.15,26.25
VOLVE_15_9_F1,3064.16,20.56,74.5,444.2,5.91,10.64,Claystone,4.16,24.41
VOLVE_15_9_F1,3064.4,24.79,78.8,400.4,5.39,10.71,Claystone,4.18,27.05
VOLVE_15_9_F1,3064.73,21.64,80.2,521.7,5.16,10.52,Claystone,4.19,27.58
VOLVE_15_9_F1,3064.98,20.64,67.2,542.7,4.55,10.48,Claystone,4.22,24.89
VOLVE_15_9_F1,3065.33,19.13,101.3,413.8,6.91,10.59,Claystone,4.24,26.6
VOLVE_15_9_F1,3065.99,22.9,95.6,466.4,,10.52,Claystone,4.27,28.82
VOLVE_15_9_F1,3066.92,24.51,77.7,417.7,7.74,10.36,Claystone,4.31,26.65
VOLVE_15_9_F1,3067.55,22.95,92.0,443.8,5.77,10.42,Claystone,4.33,27.44
VOLVE_15_9_F1,3068.25,27.87,85.7,528.3,5.82,10.48,Claystone,4.36,31.41
VOLVE_15_9_F1,3068.61,25.85,93.1,437.5,5.55,10.56,Claystone,4.41,27.71
VOLVE_15_9_F1,3069.45,21.51,62.2,444.7,5.55,10.52,Claystone,4.42,25.23
VOLVE_15_9_F1,3070.14,21.49,80.1,418.4,4.43,10.55,Claystone,4.46,24.54
VOLVE_15_9_F1,3071.04,23.46,81.5,502.0,5.51,10.29,Claystone,4.47,27.91
VOLVE_15_9_F1,3072.0,20.19,91.7,325.6,5.2,10.62,Claystone,4.5,25.35
VOLVE_15_9_F1,3072.47,25.21,72.9,438.4,5.75,10.52,Claystone,4.54,24.33
VOLVE_15_9_F1,3072.75,23.19,44.8,454.3,5.18,10.91,Claystone,4.55,22.56
VOLVE_15_9_F1,3073.13,22.93,66.1,429.7,5.54,10.47,Claystone,4.58,25.98
VOLVE_15_9_F1,3073.68,24.01,81.4,490.7,5.5,10.57,Claystone,4.62,27.9
VOLVE_15_9_F1,3074.63,26.61,83.3,504.2,7.53,10.95,Claystone,4.64,28.41
VOLVE_15_9_F1,3075.14,22.73,107.6,399.7,6.17,10.55,Claystone,4.68,26.5
VOLVE_15_9_F1,3075.95,22.02,91.1,539.9,8.47,10.52,Claystone,4.71,29.62
VOLVE_15_9_F1,3076.59,26.08,83.5,399.2,5.66,10.38,Claystone,4.73,27.27
VOLVE_15_9_F1,3076.93,24.73,81.8,507.7,6.6,10.75,Claystone,4.77,28.85
VOLVE_15_9_F1,3077.39,21.51,98.9,462.1,4.55,10.35,Claystone,4.8,27.96
VOLVE_15_9_F1,3078.11,22.33,73.5,436.0,6.79,10.59,Claystone,4.82,25.56
VOLVE_15_9_F1,3078.85,22.8,80.2,439.8,4.41,10.46,Claystone,4.86,27.54
VOLVE_15_9_F1,3079.4,23.22,66.0,454.8,5.63,10.5,Claystone,4.89,25.2
VOLVE_15_9_F1,3079.78,,103.6,464.5,4.94,10.31,Claystone,4.93,27.98
VOLVE_15_9_F1,3080.56,18.47,88.2,419.4,5.53,10.73,Claystone,4.95,26.37
VOLVE_15_9_F1,3080.89,20.11,71.7,446.8,4.6,10.49,Claystone,4.97,25.67
VOLVE_15_9_F1,3081.84,19.92,80.6,425.3,4.05,10.35,Claystone,5.01,24.74
VOLVE_15_9_F1,3082.19,20.72,89.9,407.6,4.89,10.72,Claystone,5.04,28.07
VOLVE_15_9_F1,3082.48,23.92,78.5,423.5,7.18,10.45,Claystone,5.07,27.05
VOLVE_15_9_F1,3083.08,21.91,74.3,410.2,5.65,10.58,Claystone,5.11,25.46
VOLVE_15_9_F1,3083.69,22.83,72.5,439.4,3.59,10.65,Claystone,5.14,25.24
VOLVE_15_9_F1,3084.3,19.28,87.4,473.5,6.36,10.6,Claystone,5.16,24.94
VOLVE_15_9_F1,3084.85,21.19,76.9,461.0,3.99,10.2,Claystone,5.2,27.07
VOLVE_15_9_F1,3085.84,,75.5,535.1,6.17,10.63,Claystone,5.24,27.01
VOLVE_15_9_F1,3086.43,23.83,62.2,367.8,5.74,10.51,Claystone,5.27,25.1
VOLVE_15_9_F1,3087.01,20.54,83.4,474.9,5.84,10.48,Claystone,5.31,27.31
VOLVE_15_9_F1,3087.55,22.75,79.6,456.4,7.47,10.51,Claystone,5.34,27.54
VOLVE_15_9_F1,3087.81,27.85,77.5,488.8,4.67,10.29,Claystone,5.39,27.62
VOLVE_15_9_F1,3088.48,22.31,85.3,484.8,6.02,10.56,Claystone,5.43,26.78
VOLVE_15_9_F1,3088.86,20.62,93.5,449.6,6.77,10.32,Claystone,5.45,24.48
VOLVE_15_9_F1,3089.57,21.92,92.8,463.1,4.59,10.49,Claystone,5.48,26.79
VOLVE_15_9_F1,3089.81,22.59,90.6,426.4,4.5,10.55,Claystone,5.53,27.13
VOLVE_15_9_F1,3090.8,21.99,78.7,480.7,4.81,10.69,Claystone,5.58,25.68
VOLVE_15_9_F1,3091.37,22.29,73.8,381.0,5.5,10.41,Claystone,5.59,24.53
VOLVE_15_9_F1,3092.29,18.76,66.6,487.3,3.0,10.75,Claystone,5.61,23.23
VOLVE_15_9_F1,3092.87,19.96,73.4,455.3,5.56,10.67,Claystone,5.64,25.97
VOLVE_15_9_F1,3093.12,22.0,82.6,436.7,3.53,10.47,Claystone,5.68,25.43
VOLVE_15_9_F1,3093.98,21.96,70.5,446.9,6.59,10.37,Claystone,5.73,27.53
VOLVE_15_9_F1,3094.7,20.96,83.7,449.8,5.76,10.31,Claystone,5.77,25.63
VOLVE_15_9_F1,3095.52,21.94,67.8,508.1,7.29,10.57,Claystone,5.79,26.29
VOLVE_15_9_F1,3096.06,22.54,57.3,585.5,5.69,10.42,Claystone,5.84,25.43
VOLVE_15_9_F1,3096.77,24.61,94.5,505.0,5.27,10.71,Claystone,5.85,30.34
VOLVE_15_9_F1,3097.66,22.14,75.1,433.6,4.16,,Claystone,5.88,25.34
VOLVE_15_9_F1,3098.36,23.39,69.7,481.4,5.44,10.4,Claystone,5.9,28.14
VOLVE_15_9_F1,3098.84,21.04,65.8,483.1,4.85,10.57,Claystone,5.94,24.35
VOLVE_15_9_F1,3099.57,23.83,88.6,419.2,6.9,10.43,Claystone,5.97,28.84
VOLVE_15_9_F1,3100.31,23.34,102.9,405.8,4.53,10.53,Claystone,5.99,27.12
VOLVE_15_9_F1,3101.28,24.57,76.2,453.7,7.78,10.68,Claystone,6.0,27.8
VOLVE_15_9_F1,3101.77,24.19,79.0,488.5,6.89,10.55,Claystone,6.05,26.19
VOLVE_15_9_F1,3102.31,23.88,98.3,391.7,5.38,10.55,Claystone,6.06,27.5
VOLVE_15_9_F1,3103.16,22.17,55.1,427.4,6.98,10.57,Claystone,6.09,22.81
VOLVE_15_9_F1,3103.77,23.03,111.7,479.1,4.81,10.28,Claystone,6.11,29.02
VOLVE_15_9_F1,3104.56,25.08,118.9,457.9,6.29,10.59,Claystone,6.13,28.02
VOLVE_15_9_F1,3105.13,20.79,41.6,512.9,2.96,10.56,Claystone,6.15,21.64
VOLVE_15_9_F1,3105.5,20.85,80.8,399.8,7.3,10.67,Claystone,6.19,26.36
VOLVE_15_9_F1,3106.29,22.88,71.5,550.3,3.15,10.63,Claystone,6.22,26.58
VOLVE_15_9_F1,3106.6,23.46,78.3,394.7,3.56,10.51,Claystone,6.24,23.75
VOLVE_15_9_F1,3106.96,20.37,76.0,375.0,4.21,10.69,Claystone,6.28,21.71
VOLVE_15_9_F1,3107.66,22.24,94.4,453.9,7.0,10.49,Claystone,6.3,27.89
VOLVE_15_9_F1,3108.46,22.2,80.5,410.8,6.35,10.57,Claystone,6.34,26.96
VOLVE_15_9_F1,3109.37,16.9,68.6,454.7,4.7,10.49,Claystone,6.36,21.75
VOLVE_15_9_F1,3109.79,21.89,79.6,453.3,6.39,10.61,Claystone,6.4,27.99
VOLVE_15_9_F1,3110.08,22.05,89.9,448.4,5.19,10.48,Claystone,6.41,26.22
VOLVE_15_9_F1,3111.05,22.04,64.5,422.5,5.46,10.78,Claystone,6.45,21.8
VOLVE_15_9_F1,3111.37,25.99,57.5,473.5,7.18,10.84,Claystone,6.48,23.8
VOLVE_15_9_F1,3111.73,19.41,112.1,443.5,5.13,10.67,Claystone,6.51,27.1
VOLVE_15_9_F1,3112.16,20.39,72.6,500.4,4.0,10.77,Claystone,6.56,24.71
VOLVE_15_9_F1,3112.78,15.92,80.2,449.0,5.2,10.31,Claystone,6.57,24.95
VOLVE_15_9_F1,3113.69,21.25,76.2,417.6,5.94,10.32,Claystone,6.6,23.88
VOLVE_15_9_F1,3114.5,21.47,90.4,388.7,5.42,10.49,Claystone,6.64,25.53
VOLVE_15_9_F1,3115.26,21.19,108.8,449.3,6.74,10.54,Claystone,6.69,27.29
VOLVE_15_9_F1,3115.6,25.23,90.9,405.5,5.39,10.51,Claystone,6.72,26.72
VOLVE_15_9_F1,3116.09,24.62,59.4,402.2,5.26,10.29,Claystone,6.75,24.05
VOLVE_15_9_F1,3116.67,22.66,61.4,477.3,5.41,10.71,Claystone,6.79,24.13
VOLVE_15_9_F1,3116.99,21.54,76.2,385.1,5.43,10.86,Claystone,6.83,24.23
VOLVE_15_9_F1,3117.41,25.04,78.2,512.7,7.36,10.73,Claystone,6.88,27.85
VOLVE_15_9_F1,3117.86,22.42,56.4,462.6,5.31,10.7,Claystone,6.92,24.0
VOLVE_15_9_F1,3118.16,20.43,94.5,454.5,4.89,10.57,Claystone,6.95,27.0
VOLVE_15_9_F1,3118.8,18.18,65.9,414.8,5.26,10.41,Claystone,6.98,21.63
VOLVE_15_9_F1,3119.56,21.37,104.6,486.8,6.7,10.55,Claystone,7.01,25.72
VOLVE_15_9_F1,3119.82,24.37,109.5,456.1,6.76,10.86,Claystone,7.03,29.24
VOLVE_15_9_F1,3120.4,28.17,78.5,428.8,6.58,10.49,Claystone,7.07,26.4
VOLVE_15_9_F1,3121.23,22.64,88.8,464.2,3.57,10.47,Claystone,7.1,25.78
VOLVE_15_9_F1,3122.03,20.57,63.7,388.9,1.82,10.71,Claystone,7.12,21.35
VOLVE_15_9_F1,3122.88,19.53,91.5,390.8,6.66,10.72,Claystone,7.15,24.02
VOLVE_15_9_F1,3123.44,23.87,74.7,411.4,5.8,10.41,Claystone,7.18,23.82
VOLVE_15_9_F1,3124.3,18.09,65.9,470.2,4.59,10.5,Claystone,7.19,22.44
VOLVE_15_9_F1,3124.69,23.87,77.8,456.1,6.15,10.47,Claystone,7.22,27.01
VOLVE_15_9_F1,3125.18,24.54,75.2,498.2,7.65,10.55,Claystone,7.26,27.12
VOLVE_15_9_F1,3125.52,23.59,77.3,419.5,6.98,10.71,Claystone,7.29,26.15
VOLVE_15_9_F1,3126.09,21.96,96.4,479.2,6.58,10.42,Claystone,7.3,26.83
VOLVE_15_9_F1,3126.61,23.92,70.4,451.7,4.14,10.71,Claystone,7.34,25.8
VOLVE_15_9_F1,3127.0,22.94,108.2,418.5,4.78,10.56,Claystone,7.35,26.41
VOLVE_15_9_F1,3127.8,20.57,62.3,471.7,1.92,10.89,Claystone,7.39,20.53
VOLVE_15_9_F1,3128.25,27.14,106.4,453.6,6.8,10.59,Claystone,7.41,29.35
VOLVE_15_9_F1,3128.67,21.64,66.9,431.1,6.28,10.53,Claystone,7.46,24.95
VOLVE_15_9_F1,3128.97,24.46,82.2,457.9,6.86,10.63,Claystone,7.47,26.13
VOLVE_15_9_F1,3129.52,16.47,74.8,451.1,5.42,10.49,Claystone,7.48,24.0
VOLVE_15_9_F1,3129.97,25.71,77.0,450.1,5.28,10.27,Claystone,7.51,25.58
VOLVE_15_9_F1,3130.46,26.19,94.2,439.8,5.09,10.51,Claystone,7.55,28.03
VOLVE_15_9_F1,3130.85,22.6,104.7,404.1,4.61,10.51,Claystone,7.6,28.07
VOLVE_15_9_F1,3131.66,23.92,100.0,459.3,5.46,10.31,Claystone,7.63,27.76
VOLVE_15_9_F1,3132.61,23.93,76.1,424.2,4.12,10.53,Claystone,7.65,24.79
VOLVE_15_9_F1,3133.2,20.93,84.9,415.5,7.26,10.23,Claystone,7.67,25.71
VOLVE_15_9_F1,3133.92,23.9,70.4,446.6,3.64,10.49,Claystone,7.7,26.29
VOLVE_15_9_F1,3134.81,20.52,67.3,485.6,4.62,10.58,Claystone,7.72,24.37
VOLVE_15_9_F1,3135.81,21.02,65.0,463.7,2.54,10.56,Claystone,7.77,25.47
VOLVE_15_9_F1,3136.5,25.36,75.6,435.0,5.77,10.48,Claystone,7.8,26.33
VOLVE_15_9_F1,3137.41,24.99,85.9,433.4,5.53,10.53,Claystone,7.84,25.84
VOLVE_15_9_F1,3138.34,20.79,53.5,481.7,4.24,10.43,Claystone,7.88,22.22
VOLVE_15_9_F1,3139.17,20.72,81.5,360.4,3.97,10.55,Claystone,7.9,23.51
VOLVE_15_9_F1,3139.74,20.94,104.9,488.2,5.46,10.56,Claystone,7.93,24.89
VOLVE_15_9_F1,3140.01,24.39,99.0,381.3,5.03,10.41,Claystone,7.97,26.0
VOLVE_15_9_F1,3140.22,20.06,73.4,399.7,4.74,10.59,Claystone,8.0,22.68
VOLVE_15_9_F1,3140.8,23.45,61.2,435.7,7.38,10.59,Claystone,8.03,24.6
VOLVE_15_9_F1,3141.4,24.43,89.0,543.1,5.74,10.52,Claystone,8.08,29.63
VOLVE_15_9_F1,3141.92,22.35,47.4,523.4,5.36,10.91,Claystone,8.1,22.88
VOLVE_15_9_F1,3142.58,25.1,98.8,484.5,5.18,10.53,Claystone,8.14,25.85
VOLVE_15_9_F1,3143.22,21.81,78.9,470.5,4.21,10.51,Claystone,8.17,24.15
VOLVE_15_9_F1,3144.09,22.04,109.6,381.8,5.6,10.48,Claystone,8.2,26.37
VOLVE_15_9_F1,3144.38,20.13,56.2,462.6,7.66,10.4,Claystone,8.22,23.14
VOLVE_15_9_F1,3144.76,25.12,95.9,434.3,5.35,10.65,Claystone,8.26,28.67
VOLVE_15_9_F1,3145.59,20.67,80.6,423.6,5.5,10.45,Claystone,8.27,25.4
VOLVE_15_9_F1,3146.47,23.46,77.2,462.5,4.27,10.46,Claystone,8.28,26.13
VOLVE_15_9_F1,3147.46,22.41,61.6,437.5,1.63,10.47,Claystone,8.31,22.67
VOLVE_15_9_F1,3148.36,19.96,91.1,491.1,4.21,10.4,Claystone,8.33,26.62
VOLVE_15_9_F1,3149.27,21.07,92.3,378.9,8.14,10.29,Claystone,8.36,24.61
VOLVE_15_9_F1,3149.73,26.06,108.9,459.3,6.69,10.48,Claystone,8.38,29.63
VOLVE_15_9_F1,3150.25,23.11,97.2,421.1,7.51,10.68,Claystone,8.39,26.23
VOLVE_15_9_F1,3150.66,20.08,73.2,439.9,4.49,10.58,Claystone,8.41,21.91
VOLVE_15_9_F1,3151.35,23.37,67.1,468.5,2.28,10.78,Claystone,8.44,24.21
VOLVE_15_9_F1,3152.3,22.24,61.6,411.6,3.6,10.66,Claystone,8.46,24.2
VOLVE_15_9_F1,3152.77,31.25,104.2,462.9,6.85,10.63,Claystone,8.47,29.36
VOLVE_15_9_F1,3153.42,23.33,70.4,447.8,5.44,10.83,Claystone,8.51,25.85
VOLVE_15_9_F1,3153.86,21.66,104.3,429.9,5.5,10.54,Claystone,8.55,24.39
VOLVE_15_9_F1,3154.19,26.17,90.0,437.5,5.07,10.56,Claystone,8.59,25.58
VOLVE_15_9_F1,3154.55,18.02,87.1,450.1,6.05,10.55,Claystone,8.61,23.67
VOLVE_15_9_F1,3154.79,22.85,77.5,425.6,4.62,10.78,Claystone,8.65,23.95
VOLVE_15_9_F1,3155.75,27.61,92.0,456.6,6.23,10.55,Claystone,8.69,27.31
VOLVE_15_9_F1,3156.28,22.33,81.9,445.2,5.47,10.45,Claystone,8.72,25.5
VOLVE_15_9_F1,3157.14,18.3,76.6,431.9,4.35,10.64,Claystone,8.74,22.25
VOLVE_15_9_F1,3157.89,21.64,92.5,519.9,4.28,10.43,Claystone,8.76,26.0
VOLVE_15_9_F1,3158.24,26.27,79.9,472.9,5.05,10.63,Claystone,8.79,26.7
VOLVE_15_9_F1,3158.58,23.57,70.1,441.0,7.42,10.61,Claystone,8.81,24.24
VOLVE_15_9_F1,3159.43,20.54,91.1,462.2,6.55,10.52,Claystone,8.84,25.44
VOLVE_15_9_F1,3159.84,20.93,81.1,415.2,6.32,10.64,Claystone,8.87,23.76
VOLVE_15_9_F1,3160.77,21.24,89.4,438.9,4.31,10.33,Claystone,8.88,23.68
VOLVE_15_9_F1,3161.09,23.55,75.3,443.5,3.52,10.58,Claystone,8.9,25.24
VOLVE_15_9_F1,3161.83,25.99,64.0,406.5,6.61,10.48,Claystone,8.91,26.33
VOLVE_15_9_F1,3162.68,25.28,108.1,471.8,6.98,10.98,Claystone,8.94,28.86
VOLVE_15_9_F1,3163.07,23.79,105.3,436.1,5.89,10.58,Claystone,8.95,27.2
VOLVE_15_9_F1,3163.49,19.32,95.3,442.1,4.72,10.47,Claystone,8.98,23.95
VOLVE_15_9_F1,3164.46,19.34,76.3,433.6,3.13,10.35,Claystone,9.0,22.79
VOLVE_15_9_F1,3164.87,23.99,77.6,574.7,6.36,10.75,Claystone,9.04,27.9
VOLVE_15_9_F1,3165.42,19.3,102.8,429.8,6.7,10.5,Claystone,9.08,22.97
VOLVE_15_9_F1,3165.96,22.1,76.8,373.6,4.33,10.44,Claystone,9.13,23.13
VOLVE_15_9_F1,3166.37,23.43,72.6,392.3,4.28,10.61,Claystone,9.16,24.32
VOLVE_15_9_F1,3167.19,19.82,110.2,486.7,6.93,10.65,Claystone,9.19,25.17
VOLVE_15_9_F1,3168.0,20.11,81.4,509.8,4.26,10.65,Claystone,9.23,24.86
VOLVE_15_9_F1,3168.51,22.44,108.6,429.1,7.78,10.56,Claystone,9.27,27.17
VOLVE_15_9_F1,3169.37,23.94,61.1,507.5,4.94,10.58,Claystone,9.3,22.91
VOLVE_15_9_F1,3169.74,25.33,89.8,486.0,5.16,10.59,Claystone,9.32,26.86
VOLVE_15_9_F1,3169.95,24.2,113.1,448.8,5.93,,Claystone,9.36,26.88
VOLVE_15_9_F1,3170.6,22.87,82.5,445.9,4.83,10.62,Claystone,9.37,25.21
VOLVE_15_9_F1,3171.6,20.82,78.1,463.6,6.4,10.72,Claystone,9.41,24.89
VOLVE_15_9_F1,3171.83,20.01,64.6,491.4,5.83,10.57,Claystone,9.42,23.79
VOLVE_15_9_F1,3172.2,21.41,98.3,472.2,6.71,10.43,Claystone,9.44,26.34
